,FirstName,LastName,Gender,EmailAddress,revenue
843,ALLISON,KELLY,F,allison1@adventure-works.com,32.6
17998,ZOE,BELL,F,zoe12@adventure-works.com,32.6
9406,JORDAN,EVANS,F,jordan29@adventure-works.com,32.6
5803,EMILY,DIAZ,F,emily47@adventure-works.com,32.6
767,ALISHA,TANG,F,alisha28@adventure-works.com,32.6
11218,LAUREN,ANDERSON,F,lauren28@adventure-works.com,32.6
9446,JORDAN,ROSS,M,jordan0@adventure-works.com,32.6
655,ALEXIS,CLARK,F,alexis16@adventure-works.com,32.6
2591,BRITTANY,PERRY,F,brittany6@adventure-works.com,32.6
1390,ANNA,DIAZ,F,anna47@adventure-works.com,32.6
9802,JULIE,ANAND,F,julie23@adventure-works.com,32.6
5075,DEVIN,HOWARD,M,devin79@adventure-works.com,32.6
2520,BRIANNA,MARTINEZ,F,brianna16@adventure-works.com,32.28
6078,ERIN,RIVERA,F,erin21@adventure-works.com,32.2584
17792,WYATT,HALL,M,wyatt25@adventure-works.com,32.2584
13186,MIKAEL,SANDBERG,F,mikael1@adventure-works.com,32.2584
17008,TIFFANY,XU,F,tiffany12@adventure-works.com,32.2584
10734,KEVIN,LI,M,kevin29@adventure-works.com,32.2584
10024,KAITLYN,YOUNG,F,kaitlyn23@adventure-works.com,32.2584
9549,JOSE,MITCHELL,M,jose47@adventure-works.com,32.2584
13008,MICHAEL,RUGGIERO,M,michael23@adventure-works.com,32.2584
10441,KAYLA,WILSON,F,kayla7@adventure-works.com,32.2584
9271,JON,LIN,M,jon27@adventure-works.com,32.2584
3622,CHLOE,MITCHELL,F,chloe8@adventure-works.com,32.2584
3527,CHASE,SANCHEZ,M,chase18@adventure-works.com,31.96
11958,MAKAYLA,HOWARD,F,makayla10@adventure-works.com,31.96
6481,FREDERICK,MALHOTRA,M,frederick4@adventure-works.com,31.86
17555,VIRGINIA,SAI,F,virginia7@adventure-works.com,31.830000000000002
14052,OMAR,LIANG,M,omar16@adventure-works.com,31.830000000000002
6021,ERIK,BLANCO,M,erik16@adventure-works.com,31.528100000000002
10693,KENNETH,JAI,M,kenneth9@adventure-works.com,31.27
16633,TAMARA,ZENG,F,tamara11@adventure-works.com,30.97
12278,MARIAH,HOWARD,F,mariah36@adventure-works.com,30.87
1386,ANNA,COOK,F,anna7@adventure-works.com,30.87
9982,KAITLYN,KELLY,F,kaitlyn66@adventure-works.com,30.87
599,ALEXANDRIA,FLORES,F,alexandria12@adventure-works.com,30.87
6961,GRACE,MOORE,F,grace7@adventure-works.com,30.87
13604,NATHAN,ANDERSON,M,nathan68@adventure-works.com,30.87
1053,AMBER,EVANS,F,amber0@adventure-works.com,30.87
1355,ANN,ARUN,F,ann12@adventure-works.com,30.87
10189,KATELYN,COX,F,katelyn9@adventure-works.com,30.624200000000002
7662,ISABELLE,RUSSELL,F,isabelle18@adventure-works.com,30.624200000000002
2426,BRETT,FERNANDEZ,M,brett15@adventure-works.com,30.46
3918,CLAYTON,LIU,M,clayton4@adventure-works.com,30.46
9829,JULIO,HERNANDEZ,M,julio3@adventure-works.com,30.46
8935,JESSIE,GUTIERREZ,F,jessie30@adventure-works.com,30.46
17235,TRINITY,KELLY,F,trinity2@adventure-works.com,30.46
1074,AMY,GUO,F,amy24@adventure-works.com,30.46
5631,EDWARD,PHILLIPS,M,edward17@adventure-works.com,30.46
12926,MELVIN,TANG,M,melvin4@adventure-works.com,30.46
3083,CARMEN,CHANDRA,F,carmen6@adventure-works.com,30.46
13157,MIGUEL,MOORE,M,miguel7@adventure-works.com,30.46
17849,XAVIER,CAMPBELL,M,xavier38@adventure-works.com,30.46
4800,DEANNA,ALVAREZ,F,deanna30@adventure-works.com,30.46
9974,KAITLYN,HILL,F,kaitlyn20@adventure-works.com,30.46
13245,MISTY,NATH,F,misty20@adventure-works.com,30.46
16871,TERRY,XU,M,terry8@adventure-works.com,30.46
10681,KENDRA,RAMOS,F,kendra17@adventure-works.com,30.46
1222,ANDY,BLANCO,M,andy20@adventure-works.com,30.46
10583,KELLY,DIAZ,F,kelly26@adventure-works.com,29.99
3549,CHELSEA,SANCHEZ,F,chelsea22@adventure-works.com,29.99
10224,KATELYN,YOUNG,F,katelyn41@adventure-works.com,29.99
12625,MAURICE,RAJE,M,maurice15@adventure-works.com,29.99
949,ALYSSA,MILLER,F,alyssa5@adventure-works.com,29.99
13747,NICHOLAS,JONES,M,nicholas5@adventure-works.com,29.99
6599,GABRIELLE,BROOKS,F,gabrielle19@adventure-works.com,29.99
14872,RICHARD,RICHARDSON,M,richard91@adventure-works.com,29.99
268,AIDAN,GRIFFIN,M,aidan22@adventure-works.com,29.99
12463,MARTIN,SAI,M,martin11@adventure-works.com,29.99
7391,HUNTER,THOMAS,M,hunter69@adventure-works.com,29.99
921,ALYSSA,BUTLER,F,alyssa60@adventure-works.com,29.99
8497,JEFFERY,ZHAO,M,jeffery11@adventure-works.com,29.99
4788,DAWN,XIE,F,dawn27@adventure-works.com,29.99
1428,ANNA,SANCHEZ,F,anna3@adventure-works.com,29.99
15871,SETH,KING,M,seth27@adventure-works.com,29.979999999999997
17569,WALTER,MORENO,M,walter19@adventure-works.com,29.97
7746,JACK,GONZALEZ,M,jack44@adventure-works.com,29.97
9189,JOHN,BROWN,M,john42@adventure-works.com,29.97
13314,MONICA,RODRIGUEZ,F,monica19@adventure-works.com,29.97
496,ALEXANDER,WHITE,M,alexander16@adventure-works.com,29.97
8028,JAIME,GOEL,M,jaime42@adventure-works.com,29.97
5240,DONALD,KOVÁR,M,donald6@adventure-works.com,29.97
6536,GABRIEL,RUSSELL,M,gabriel17@adventure-works.com,29.96
5505,EDUARDO,BROWN,M,eduardo3@adventure-works.com,29.96
7473,IAN,SIMMONS,M,ian55@adventure-works.com,29.96
18016,ZOE,TORRES,F,zoe11@adventure-works.com,29.96
11610,LOUIS,SHEN,M,louis19@adventure-works.com,29.96
3479,CHARLES,MORGAN,M,charles61@adventure-works.com,29.96
16180,SPENCER,FOSTER,M,spencer18@adventure-works.com,29.96
12613,MAURICE,BLACK,M,maurice21@adventure-works.com,29.96
8599,JENNIFER,THOMAS,F,jennifer39@adventure-works.com,29.96
15158,RONALD,FERNANDEZ,M,ronald18@adventure-works.com,29.96
7001,GRANT,NATH,M,grant20@adventure-works.com,29.96
9987,KAITLYN,LOPEZ,F,kaitlyn19@adventure-works.com,29.96
3572,CHERYL,RUIZ,F,cheryl3@adventure-works.com,29.96
14503,RAFAEL,HE,M,rafael19@adventure-works.com,29.96
14625,RAUL,JAI,M,raul10@adventure-works.com,29.96
13690,NATHANIEL,RAMIREZ,M,nathaniel8@adventure-works.com,29.96
6320,FERNANDO,COLEMAN,M,fernando49@adventure-works.com,29.96
7525,ISAAC,SANCHEZ,M,isaac17@adventure-works.com,29.96
11712,LUCAS,WHITE,M,lucas26@adventure-works.com,29.96
17799,WYATT,JACKSON,M,wyatt12@adventure-works.com,29.96
9680,JUAN,SANDERS,M,juan13@adventure-works.com,29.96
1228,ANDY,GUTIERREZ,M,andy15@adventure-works.com,29.96
4105,COLLEEN,XU,F,colleen29@adventure-works.com,29.96
4450,DALTON,POWELL,M,dalton54@adventure-works.com,29.96
11238,LAUREN,GRIFFIN,F,lauren67@adventure-works.com,29.96
13775,NICHOLE,RAI,F,nichole17@adventure-works.com,29.96
5138,DEVON,RAHEEM,M,devon15@adventure-works.com,29.96
7532,ISAAC,YOUNG,M,isaac39@adventure-works.com,29.96
14193,PATRICIA,MALHOTRA,F,patricia10@adventure-works.com,29.96
10288,KATHERINE,RIVERA,F,katherine11@adventure-works.com,29.96
7737,JACK,CARTER,M,jack46@adventure-works.com,29.96
12757,MEGAN,WATSON,F,megan46@adventure-works.com,29.96
999,AMANDA,EVANS,F,amanda44@adventure-works.com,29.96
13909,NOAH,EDWARDS,M,noah28@adventure-works.com,29.96
2150,BLAKE,MARTINEZ,M,blake17@adventure-works.com,29.96
7165,HANNAH,ALEXANDER,F,hannah40@adventure-works.com,29.96
3642,CHLOE,ROGERS,F,chloe48@adventure-works.com,29.96
1032,AMANDA,ROSS,F,amanda25@adventure-works.com,29.96
14992,ROBERT,JAI,M,robert43@adventure-works.com,29.96
17147,TONY,JAI,M,tony14@adventure-works.com,29.96
10850,KRISTI,RANDALL,F,kristi28@adventure-works.com,29.96
14958,RILEY,TORRES,F,riley23@adventure-works.com,29.96
1533,ARIANA,HOWARD,F,ariana10@adventure-works.com,29.96
14947,RILEY,POWELL,F,riley6@adventure-works.com,29.96
14946,RILEY,PETERSON,F,riley24@adventure-works.com,29.96
9658,JUAN,BAILEY,M,juan26@adventure-works.com,29.96
13579,NATASHA,ALONSO,F,natasha7@adventure-works.com,29.96
14862,RICHARD,NELSON,M,richard29@adventure-works.com,29.96
17091,TODD,LU,M,todd10@adventure-works.com,29.96
14731,REGINA,MALHOTRA,F,regina4@adventure-works.com,29.96
11719,LUIS,ALEXANDER,M,luis18@adventure-works.com,29.96
9416,JORDAN,HALL,F,jordan51@adventure-works.com,29.96
3041,CARLOS,PARKER,M,carlos25@adventure-works.com,29.96
3045,CARLOS,RAMIREZ,M,carlos8@adventure-works.com,29.96
15557,SAMUEL,SHAN,M,samuel28@adventure-works.com,29.96
15602,SARA,CAMPBELL,F,sara32@adventure-works.com,29.96
2622,BROOKE,COOK,F,brooke19@adventure-works.com,29.96
8830,JESSE,MORRIS,M,jesse19@adventure-works.com,29.96
518,ALEXANDRA,DIAZ,F,alexandra43@adventure-works.com,29.96
12535,MASON,COLLINS,M,mason23@adventure-works.com,29.96
15699,SAVANNAH,COOK,F,savannah19@adventure-works.com,29.96
449,ALEX,SANDERS,M,alex6@adventure-works.com,29.96
10655,KELVIN,XIE,M,kelvin0@adventure-works.com,29.96
7998,JADE,COOK,F,jade17@adventure-works.com,29.950000000000003
13120,MIGUEL,BARNES,M,miguel49@adventure-works.com,29.93
6859,GINA,CARLSON,F,gina18@adventure-works.com,29.8
9340,JONATHAN,MARTIN,M,jonathan68@adventure-works.com,29.57
4971,DESIREE,SERRANO,F,desiree13@adventure-works.com,29.57
8732,JEREMY,REED,M,jeremy46@adventure-works.com,29.57
9886,JUSTIN,THOMAS,M,justin30@adventure-works.com,29.57
8234,JANET,ALONSO,F,janet13@adventure-works.com,29.57
8404,JASON,PEREZ,M,jason33@adventure-works.com,29.57
16040,SHAWN,XU,M,shawn7@adventure-works.com,29.57
2987,CARL,SHEN,M,carl2@adventure-works.com,29.57
1146,ANDREA,EVANS,F,andrea24@adventure-works.com,29.57
13147,MIGUEL,JOHNSON,M,miguel0@adventure-works.com,29.57
8867,JESSICA,COX,F,jessica13@adventure-works.com,29.57
9342,JONATHAN,MILLER,M,jonathan56@adventure-works.com,29.57
2440,BRETT,SAI,M,brett5@adventure-works.com,29.57
7996,JADE,BELL,F,jade11@adventure-works.com,29.57
14660,REBECCA,ALLEN,F,rebecca24@adventure-works.com,29.55
9834,JULIO,RAMOS,M,julio18@adventure-works.com,29.47
16321,STEPHANIE,MORGAN,F,stephanie9@adventure-works.com,29.47
10643,KELVIN,NATH,M,kelvin15@adventure-works.com,29.47
10364,KATIE,NARA,F,katie19@adventure-works.com,29.47
5261,DONNA,GOEL,F,donna17@adventure-works.com,28.99
12015,MANUEL,ARUN,M,manuel5@adventure-works.com,28.99
15690,SARAH,WOOD,F,sarah27@adventure-works.com,28.99
14102,OSCAR,BUTLER,M,oscar22@adventure-works.com,28.99
8938,JESSIE,HU,M,jessie26@adventure-works.com,28.979999999999997
1166,ANDREA,REED,F,andrea20@adventure-works.com,28.46
4764,DAWN,HU,F,dawn22@adventure-works.com,28.46
11343,LEE,TRAVERS,M,lee10@adventure-works.com,28.46
13113,MICHELLE,WARD,F,michelle13@adventure-works.com,28.17
17540,VIRGINIA,CHANDRA,F,virginia3@adventure-works.com,28.17
10420,KAYLA,LEE,F,kayla21@adventure-works.com,28.17
12419,MARSHALL,XIE,M,marshall24@adventure-works.com,27.96
13926,NOAH,JENKINS,M,noah3@adventure-works.com,27.96
10998,KURT,PAL,M,kurt12@adventure-works.com,27.96
11628,LUCAS,ALLEN,M,lucas39@adventure-works.com,27.96
15273,ROY,HERNANDEZ,M,roy24@adventure-works.com,27.96
6952,GRACE,JOHNSON,F,grace0@adventure-works.com,27.96
14124,PAIGE,BLUE,F,paige38@adventure-works.com,27.96
15040,ROBERTO,GUTIERREZ,M,roberto11@adventure-works.com,27.96
6728,GAVIN,STONE,M,gavin14@adventure-works.com,27.96
16356,STEVE,HU,M,steve23@adventure-works.com,27.96
527,ALEXANDRA,HALL,F,alexandra88@adventure-works.com,27.96
14652,RAYMOND,RODRIGUEZ,M,raymond20@adventure-works.com,27.96
7865,JACLYN,WU,F,jaclyn7@adventure-works.com,27.96
11325,LEAH,ZHU,F,leah11@adventure-works.com,27.96
8338,JASMINE,JAMES,F,jasmine36@adventure-works.com,27.96
3077,CARLY,SHEN,F,carly1@adventure-works.com,27.96
8840,JESSE,RIVERA,M,jesse17@adventure-works.com,27.96
9610,JOSHUA,JOHNSON,M,joshua3@adventure-works.com,27.96
14598,RANDY,SHE,M,randy25@adventure-works.com,27.96
3623,CHLOE,MOORE,F,chloe41@adventure-works.com,27.96
13117,MIGUEL,ALLEN,M,miguel24@adventure-works.com,27.96
11831,LYDIA,RANA,F,lydia10@adventure-works.com,27.96
7895,JACOB,WILLIAMS,M,jacob3@adventure-works.com,27.96
9321,JONATHAN,GRIFFIN,M,jonathan20@adventure-works.com,27.96
2618,BRITTNEY,ZHOU,F,brittney7@adventure-works.com,27.87
3013,CARLOS,ALLEN,M,carlos45@adventure-works.com,27.840000000000003
5089,DEVIN,MORRIS,M,devin84@adventure-works.com,27.5
13461,NANCY,RAMAN,F,nancy15@adventure-works.com,27.279999999999998
8191,JAMIE,TORRES,M,jamie34@adventure-works.com,27.279999999999998
17984,ZACHARY,SHARMA,M,zachary27@adventure-works.com,27.2684
16071,SHEENA,LAL,F,sheena7@adventure-works.com,27.2684
7520,ISAAC,RAMIREZ,M,isaac6@adventure-works.com,27.2684
9493,JORGE,LIN,M,jorge9@adventure-works.com,27.2684
6980,GRACE,THOMAS,F,grace10@adventure-works.com,27.2684
6245,EVELYN,SAI,F,evelyn6@adventure-works.com,27.2684
15538,SAMUEL,LEWIS,M,samuel71@adventure-works.com,27.2684
5911,EMMANUEL,KAPOOR,M,emmanuel1@adventure-works.com,27.2684
2498,BRIANNA,COOPER,F,brianna35@adventure-works.com,27.2684
3210,CARSON,DIAZ,M,carson21@adventure-works.com,27.2684
7753,JACK,HUGHES,M,jack11@adventure-works.com,27.2684
525,ALEXANDRA,GREEN,F,alexandra56@adventure-works.com,27.2684
13069,MICHELE,PRASAD,F,michele24@adventure-works.com,27.2684
6407,FRANCISCO,RAMAN,M,francisco13@adventure-works.com,27.2684
16029,SHAWN,NATH,M,shawn20@adventure-works.com,27.2684
11455,LINDSEY,CHANDE,F,lindsey16@adventure-works.com,27.2684
8180,JAMIE,LU,F,jamie14@adventure-works.com,27.2684
12104,MARCUS,FLORES,M,marcus62@adventure-works.com,27.2684
111,ABIGAIL,MARTINEZ,F,abigail58@adventure-works.com,27.2684
13569,NATALIE,TORRES,F,natalie16@adventure-works.com,27.2684
6711,GAVIN,BENNETT,M,gavin1@adventure-works.com,27.2684
12935,MEREDITH,DIAZ,F,meredith25@adventure-works.com,27.2684
5831,EMILY,SMITH,F,emily0@adventure-works.com,27.2684
9863,JUSTIN,JENKINS,M,justin3@adventure-works.com,27.2684
6910,GLORIA,GUTIERREZ,F,gloria11@adventure-works.com,27.2684
6012,ERICK,RODRIGUEZ,M,erick19@adventure-works.com,27.2684
16001,SHAUN,ANDERSEN,M,shaun14@adventure-works.com,27.2684
9410,JORDAN,GONZALES,M,jordan14@adventure-works.com,27.2684
2817,CALEB,PARKER,M,caleb28@adventure-works.com,27.2684
8572,JENNIFER,MITCHELL,F,jennifer13@adventure-works.com,27.2684
7469,IAN,RUSSELL,M,ian60@adventure-works.com,27.2684
14839,RICHARD,HAYES,M,richard78@adventure-works.com,27.2684
5384,DYLAN,JONES,M,dylan38@adventure-works.com,27.2684
5183,DIANE,SANZ,F,diane25@adventure-works.com,27.2684
3282,CASSANDRA,MEHTA,F,cassandra15@adventure-works.com,27.2684
12128,MARCUS,LONG,M,marcus59@adventure-works.com,27.2684
173,ADAM,LI,M,adam23@adventure-works.com,27.2684
10619,KELSEY,XU,F,kelsey4@adventure-works.com,27.2684
5668,EDWIN,LIANG,M,edwin17@adventure-works.com,27.2684
14740,REGINA,SARA,F,regina9@adventure-works.com,27.2684
8385,JASON,FLORES,M,jason9@adventure-works.com,27.2684
16545,SYDNEY,TRAVERS,F,sydney14@adventure-works.com,27.2684
4591,DANIELLE,WATSON,F,danielle3@adventure-works.com,27.2684
14736,REGINA,RAY,F,regina10@adventure-works.com,27.2684
6781,GERALD,GUTIERREZ,M,gerald19@adventure-works.com,27.2684
15523,SAMUEL,GONZALEZ,M,samuel38@adventure-works.com,27.2684
11388,LESLIE,SUAREZ,F,leslie19@adventure-works.com,27.2684
17255,TRISHA,LIANG,F,trisha11@adventure-works.com,27.2684
1344,ANGELICA,HUGHES,F,angelica11@adventure-works.com,27.2684
6366,FERNANDO,WASHINGTON,M,fernando56@adventure-works.com,27.2684
17935,YOLANDA,NATH,F,yolanda17@adventure-works.com,27.2684
1570,ARIANNA,JAMES,F,arianna29@adventure-works.com,27.2684
5979,ERICA,HE,F,erica17@adventure-works.com,27.2684
12073,MARCO,RANA,M,marco12@adventure-works.com,27.2684
14899,RICHARD,YOUNG,M,richard19@adventure-works.com,27.2684
1193,ANDRES,SHARMA,M,andres6@adventure-works.com,27.2684
7046,HAILEY,BAKER,F,hailey56@adventure-works.com,27.2684
1404,ANNA,JOHNSON,F,anna62@adventure-works.com,27.2684
193,ADAM,WASHINGTON,M,adam11@adventure-works.com,27.2684
15002,ROBERT,LONG,M,robert23@adventure-works.com,27.2684
12656,MAYRA,CHANDRA,F,mayra1@adventure-works.com,26.830000000000002
12943,MEREDITH,HERNANDEZ,F,meredith26@adventure-works.com,26.560000000000002
13247,MISTY,RAI,F,misty19@adventure-works.com,26.560000000000002
8960,JESSIE,YE,M,jessie14@adventure-works.com,26.560000000000002
762,ALISHA,RAJE,F,alisha38@adventure-works.com,26.07
10598,KELLY,WASHINGTON,F,kelly18@adventure-works.com,26.07
14554,RAMON,MA,M,ramon14@adventure-works.com,26.07
5747,ELIJAH,YOUNG,M,elijah42@adventure-works.com,26.07
16574,TABITHA,MARTIN,F,tabitha19@adventure-works.com,26.07
14859,RICHARD,MOORE,M,richard48@adventure-works.com,26.07
12193,MARGARET,WANG,F,margaret8@adventure-works.com,25.96
9165,JOE,VANCE,M,joe8@adventure-works.com,25.96
14747,REGINALD,CARLSON,M,reginald4@adventure-works.com,25.96
3663,CHRISTIAN,ALEXANDER,M,christian6@adventure-works.com,25.9326
14044,OMAR,GOEL,M,omar40@adventure-works.com,25.9326
12039,MARC,DOMINGUEZ,M,marc16@adventure-works.com,25.9326
2683,BRUCE,TORRES,M,bruce33@adventure-works.com,25.9326
11744,LUIS,JENKINS,M,luis5@adventure-works.com,25.9326
17750,WILLIE,RAJE,M,willie33@adventure-works.com,25.9326
17018,TIMOTHY,BAILEY,M,timothy17@adventure-works.com,25.880000000000003
8069,JAKE,HE,M,jake16@adventure-works.com,25.880000000000003
2117,BLAKE,BRYANT,M,blake66@adventure-works.com,25.880000000000003
3658,CHLOE,WILLIAMS,F,chloe36@adventure-works.com,25.880000000000003
9347,JONATHAN,PEREZ,M,jonathan41@adventure-works.com,25.880000000000003
11700,LUCAS,SIMMONS,M,lucas63@adventure-works.com,25.880000000000003
131,ABIGAIL,RUSSELL,F,abigail45@adventure-works.com,25.880000000000003
13079,MICHELE,SANCHEZ,F,michele33@adventure-works.com,25.880000000000003
17635,WAYNE,PAL,M,wayne14@adventure-works.com,25.880000000000003
17448,VICTOR,SUAREZ,M,victor19@adventure-works.com,25.880000000000003
10534,KELLI,MA,F,kelli17@adventure-works.com,25.880000000000003
5562,EDUARDO,RODRIGUEZ,M,eduardo19@adventure-works.com,25.880000000000003
9665,JUAN,HOWARD,M,juan21@adventure-works.com,25.880000000000003
8679,JEREMIAH,LEE,M,jeremiah10@adventure-works.com,25.880000000000003
270,AIDAN,HUGHES,M,aidan12@adventure-works.com,25.880000000000003
11531,LOGAN,KING,M,logan45@adventure-works.com,25.880000000000003
7776,JACK,WANG,M,jack25@adventure-works.com,25.880000000000003
3502,CHARLES,TURNER,M,charles41@adventure-works.com,25.880000000000003
11424,LINDA,SANZ,F,linda35@adventure-works.com,25.880000000000003
15786,SEBASTIAN,COOK,M,sebastian20@adventure-works.com,25.880000000000003
6343,FERNANDO,LOPEZ,M,fernando27@adventure-works.com,25.47
3857,CLARENCE,LI,M,clarence39@adventure-works.com,25.2684
4697,DARRYL,ZHOU,M,darryl8@adventure-works.com,25.2684
4675,DARREN,WEBER,M,darren6@adventure-works.com,25.2684
9126,JOE,ALVAREZ,M,joe45@adventure-works.com,25.2684
3736,CHRISTINE,ANDERSEN,F,christine8@adventure-works.com,25.2684
5387,DYLAN,LEE,M,dylan52@adventure-works.com,24.99
1823,AUSTIN,LONG,M,austin5@adventure-works.com,24.99
16435,SUSAN,XU,F,susan22@adventure-works.com,24.99
5923,EMMANUEL,SANCHEZ,M,emmanuel18@adventure-works.com,24.99
8434,JAY,ALVAREZ,M,jay34@adventure-works.com,24.99
3486,CHARLES,RAMIREZ,M,charles55@adventure-works.com,24.99
8418,JASON,YOUNG,M,jason45@adventure-works.com,24.99
2688,BRYAN,COOPER,M,bryan10@adventure-works.com,24.99
7108,HALEY,ALLEN,F,haley58@adventure-works.com,24.99
3317,CASSIDY,SIMMONS,F,cassidy16@adventure-works.com,24.97
14593,RANDY,LIANG,M,randy19@adventure-works.com,24.97
647,ALEXIA,WOOD,F,alexia2@adventure-works.com,24.97
10617,KELSEY,TANG,F,kelsey3@adventure-works.com,24.97
1825,AUSTIN,MARTINEZ,M,austin33@adventure-works.com,24.97
14007,OLIVIA,PATTERSON,F,olivia56@adventure-works.com,24.97
16196,SPENCER,WOOD,M,spencer3@adventure-works.com,24.97
17199,TRACY,SHE,F,tracy2@adventure-works.com,24.97
7700,ISAIAH,RIVERA,M,isaiah16@adventure-works.com,24.97
117,ABIGAIL,PATTERSON,F,abigail65@adventure-works.com,24.97
1678,ARTURO,MA,M,arturo17@adventure-works.com,24.97
3303,CASSIDY,FOSTER,F,cassidy17@adventure-works.com,24.96
9354,JONATHAN,ROSS,M,jonathan3@adventure-works.com,24.96
170,ADAM,KING,M,adam49@adventure-works.com,24.130000000000003
9282,JON,SHARMA,M,jon5@adventure-works.com,23.96
9007,JILLIAN,PEREZ,F,jillian21@adventure-works.com,23.880000000000003
15851,SETH,GARCIA,M,seth16@adventure-works.com,23.880000000000003
11502,LOGAN,BAKER,M,logan41@adventure-works.com,23.880000000000003
16101,SHEILA,SUAREZ,F,sheila17@adventure-works.com,23.880000000000003
8763,JERMAINE,SANCHEZ,M,jermaine19@adventure-works.com,23.779999999999998
17907,XAVIER,SANDERS,M,xavier69@adventure-works.com,23.779999999999998
8663,JEREMIAH,GREEN,M,jeremiah18@adventure-works.com,23.6142
5265,DONNA,NATH,F,donna16@adventure-works.com,23.6142
748,ALISHA,HOLT,F,alisha35@adventure-works.com,23.6142
1902,BAILEY,SANDERS,F,bailey2@adventure-works.com,23.6142
1604,ARMANDO,MUÑOZ,M,armando7@adventure-works.com,22.97
5935,ERIC,COLLINS,M,eric44@adventure-works.com,22.97
6655,GABRIELLE,WOOD,F,gabrielle24@adventure-works.com,22.97
7103,HAILEY,WATSON,F,hailey18@adventure-works.com,22.97
783,ALISON,BECK,F,alison21@adventure-works.com,22.92
9388,JORDAN,ADAMS,F,jordan44@adventure-works.com,22.278399999999998
16734,TAYLOR,COLEMAN,F,taylor31@adventure-works.com,22.278399999999998
17022,TIMOTHY,CAMPBELL,M,timothy32@adventure-works.com,22.278399999999998
1662,ARTURO,CHEN,M,arturo2@adventure-works.com,22.278399999999998
1391,ANNA,FLORES,F,anna37@adventure-works.com,22.278399999999998
4111,COLLEEN,ZHOU,F,colleen9@adventure-works.com,22.278399999999998
7832,JACKSON,YOUNG,M,jackson48@adventure-works.com,22.278399999999998
13617,NATHAN,FLORES,M,nathan8@adventure-works.com,22.278399999999998
11864,MACKENZIE,MORRIS,F,mackenzie17@adventure-works.com,22.278399999999998
8398,JASON,LONG,M,jason7@adventure-works.com,21.98
7495,ISAAC,CAMPBELL,M,isaac29@adventure-works.com,21.98
4830,DEANNA,ROMERO,F,deanna35@adventure-works.com,21.98
13259,MITCHELL,ANAND,M,mitchell18@adventure-works.com,21.98
6356,FERNANDO,RODRIGUEZ,M,fernando18@adventure-works.com,21.98
15070,ROBIN,TORRES,F,robin8@adventure-works.com,21.98
8547,JENNIFER,EVANS,F,jennifer4@adventure-works.com,21.98
9884,JUSTIN,SMITH,M,justin32@adventure-works.com,21.98
15830,SETH,ANDERSON,M,seth10@adventure-works.com,21.98
5306,DREW,KUMAR,M,drew8@adventure-works.com,21.98
13283,MOLLY,GONZALEZ,F,molly17@adventure-works.com,21.98
16681,TARA,CHANDER,F,tara16@adventure-works.com,21.98
8545,JENNIFER,DIAZ,F,jennifer95@adventure-works.com,21.84
11913,MADISON,BUTLER,F,madison26@adventure-works.com,21.84
17074,TINA,PEREZ,F,tina23@adventure-works.com,21.84
663,ALEXIS,HARRIS,F,alexis12@adventure-works.com,21.84
6029,ERIK,MARTIN,M,erik1@adventure-works.com,21.49
17092,TODD,MA,M,todd15@adventure-works.com,21.49
11144,LARRY,RAMOS,M,larry20@adventure-works.com,21.49
14949,RILEY,RAMIREZ,F,riley26@adventure-works.com,21.49
5080,DEVIN,JONES,M,devin3@adventure-works.com,21.49
17116,TOMMY,SHEN,M,tommy0@adventure-works.com,21.49
15688,SARAH,WILLIAMS,F,sarah4@adventure-works.com,21.49
17679,WESLEY,ZENG,M,wesley22@adventure-works.com,21.49
11649,LUCAS,EVANS,M,lucas10@adventure-works.com,21.49
8610,JENNIFER,WOOD,F,jennifer77@adventure-works.com,21.49
12332,MARIE,RUBIO,F,marie45@adventure-works.com,21.49
2705,BRYANT,ARUN,M,bryant7@adventure-works.com,21.49
9387,JONATHON,VAZQUEZ,M,jonathon11@adventure-works.com,21.49
8016,JAIME,ALVAREZ,F,jaime5@adventure-works.com,21.49
3122,CAROL,ZHOU,F,carol27@adventure-works.com,21.49
15581,SANDRA,LIU,F,sandra10@adventure-works.com,21.49
12014,MANDY,ZHOU,F,mandy10@adventure-works.com,21.278399999999998
14063,OMAR,SHE,M,omar22@adventure-works.com,20.89
9694,JUHA-PEKKA,POSTI,F,juha-pekka0@adventure-works.com,20.89
14709,REBEKAH,RAMAN,F,rebekah11@adventure-works.com,20.89
625,ALEXANDRIA,SIMMONS,F,alexandria15@adventure-works.com,20.89
8432,JAVIER,VAZQUEZ,M,javier9@adventure-works.com,20.51
5854,EMMA,DIAZ,F,emma67@adventure-works.com,20.48
3444,CHARLES,BAILEY,M,charles64@adventure-works.com,20.48
3029,CARLOS,HALL,M,carlos50@adventure-works.com,19.98
9522,JOSE,DIAZ,M,jose16@adventure-works.com,19.98
4126,CONNOR,DIAZ,M,connor16@adventure-works.com,19.98
5777,ELIZABETH,MOORE,F,elizabeth12@adventure-works.com,19.98
5093,DEVIN,PATTERSON,M,devin49@adventure-works.com,19.98
14487,RACHEL,WALKER,F,rachel26@adventure-works.com,19.98
3101,CAROL,COOPER,F,carol26@adventure-works.com,19.98
15671,SARAH,MOORE,F,sarah10@adventure-works.com,19.98
336,ALBERT,ORTEGA,M,albert22@adventure-works.com,19.98
